Head,Relation,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text
contracting authority,sign,cancel the procurement procedure without the candidates or tenderers being entitled to claim any compensation,"['procurement procedure', 'candidate', 'tenderer', 'compensation']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 171  Cancellation of the procurement procedure ,"The contracting authority may, before the contract is signed, cancel the procurement procedure without the candidates or tenderers being entitled to claim any compensation. The decision shall be justified and brought to the attention of the candidates or tenderers as soon as possible."
candidate tenderer,entitle,to claim any compensation,['compensation'],TITLE VII PROCUREMENT AND CONCESSIONS,Article 171  Cancellation of the procurement procedure ,"The contracting authority may, before the contract is signed, cancel the procurement procedure without the candidates or tenderers being entitled to claim any compensation. The decision shall be justified and brought to the attention of the candidates or tenderers as soon as possible."
decision,bring,to the attention of the candidates or tenderers as soon as possible,"['attention', 'candidate', 'tenderer']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 171  Cancellation of the procurement procedure ,"The contracting authority may, before the contract is signed, cancel the procurement procedure without the candidates or tenderers being entitled to claim any compensation. The decision shall be justified and brought to the attention of the candidates or tenderers as soon as possible."
contracting authority,modify,a contract or framework contract without a procurement procedure only in the cases provided for in paragraph 3,"['contract framework contract', 'procurement procedure', 'case', 'paragraph']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 172  Performance and modifications of the contract ,"Performance of the contract shall not start before it is signed. The contracting authority may modify a contract or framework contract without a procurement procedure only in the cases provided for in paragraph 3 and provided the modification does not alter the subject matter of the contract or framework contract. A contract, a framework contract or a specific contract under a framework contract may be modified without a new procurement procedure in any of the following cases: (a) for additional works, supplies or services by the original contractor that have become necessary and that were not included in the initial procurement, where the following conditions are fulfilled: (i) a change of contractor cannot be made for technical reasons linked to interchangeability or interoperability requirements with existing equipment, services or installations; (ii) a change of contractor would cause substantial duplication of costs for the contracting authority; (iii) any increase in price, including the net cumulative value of successive modifications, does not exceed 50 % of the initial contract value; (b) where all of the following conditions are fulfilled: (i) the need for modification has been brought about by circumstances which a diligent contracting authority could not foresee; (ii) any increase in price does not exceed 50 % of the initial contract value;   (c) where the value of the modification is below the following thresholds: (i) the thresholds referred to in Article 175(1), and in point 38 of Annex I in the field of external actions, applicable at the time of the modification; and (ii) 10 % of the initial contract value for public service and supply contracts and works or services concession contracts and 15 % of the initial contract value for public works contracts; (d) where both of the following conditions are fulfilled: (i) the minimum requirements of the initial procurement procedure are not altered; (ii) any ensuing modification of value complies with the conditions set out in point (c) of this subparagraph, unless such modification of value results from the strict application of the procurement documents or contractual provisions. The initial contract value shall not take into account price revisions. The net cumulative value of several successive modifications under point (c) of the first subparagraph shall not exceed any threshold referred to therein. The contracting authority shall apply the ex post publicity measures set out in Article 163."
contracting authority,provide,the modification,['modification'],TITLE VII PROCUREMENT AND CONCESSIONS,Article 172  Performance and modifications of the contract ,"Performance of the contract shall not start before it is signed. The contracting authority may modify a contract or framework contract without a procurement procedure only in the cases provided for in paragraph 3 and provided the modification does not alter the subject matter of the contract or framework contract. A contract, a framework contract or a specific contract under a framework contract may be modified without a new procurement procedure in any of the following cases: (a) for additional works, supplies or services by the original contractor that have become necessary and that were not included in the initial procurement, where the following conditions are fulfilled: (i) a change of contractor cannot be made for technical reasons linked to interchangeability or interoperability requirements with existing equipment, services or installations; (ii) a change of contractor would cause substantial duplication of costs for the contracting authority; (iii) any increase in price, including the net cumulative value of successive modifications, does not exceed 50 % of the initial contract value; (b) where all of the following conditions are fulfilled: (i) the need for modification has been brought about by circumstances which a diligent contracting authority could not foresee; (ii) any increase in price does not exceed 50 % of the initial contract value;   (c) where the value of the modification is below the following thresholds: (i) the thresholds referred to in Article 175(1), and in point 38 of Annex I in the field of external actions, applicable at the time of the modification; and (ii) 10 % of the initial contract value for public service and supply contracts and works or services concession contracts and 15 % of the initial contract value for public works contracts; (d) where both of the following conditions are fulfilled: (i) the minimum requirements of the initial procurement procedure are not altered; (ii) any ensuing modification of value complies with the conditions set out in point (c) of this subparagraph, unless such modification of value results from the strict application of the procurement documents or contractual provisions. The initial contract value shall not take into account price revisions. The net cumulative value of several successive modifications under point (c) of the first subparagraph shall not exceed any threshold referred to therein. The contracting authority shall apply the ex post publicity measures set out in Article 163."
contracting authority,alter,the subject matter of the contract or framework contract,"['subject matter', 'contract framework contract']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 172  Performance and modifications of the contract ,"Performance of the contract shall not start before it is signed. The contracting authority may modify a contract or framework contract without a procurement procedure only in the cases provided for in paragraph 3 and provided the modification does not alter the subject matter of the contract or framework contract. A contract, a framework contract or a specific contract under a framework contract may be modified without a new procurement procedure in any of the following cases: (a) for additional works, supplies or services by the original contractor that have become necessary and that were not included in the initial procurement, where the following conditions are fulfilled: (i) a change of contractor cannot be made for technical reasons linked to interchangeability or interoperability requirements with existing equipment, services or installations; (ii) a change of contractor would cause substantial duplication of costs for the contracting authority; (iii) any increase in price, including the net cumulative value of successive modifications, does not exceed 50 % of the initial contract value; (b) where all of the following conditions are fulfilled: (i) the need for modification has been brought about by circumstances which a diligent contracting authority could not foresee; (ii) any increase in price does not exceed 50 % of the initial contract value;   (c) where the value of the modification is below the following thresholds: (i) the thresholds referred to in Article 175(1), and in point 38 of Annex I in the field of external actions, applicable at the time of the modification; and (ii) 10 % of the initial contract value for public service and supply contracts and works or services concession contracts and 15 % of the initial contract value for public works contracts; (d) where both of the following conditions are fulfilled: (i) the minimum requirements of the initial procurement procedure are not altered; (ii) any ensuing modification of value complies with the conditions set out in point (c) of this subparagraph, unless such modification of value results from the strict application of the procurement documents or contractual provisions. The initial contract value shall not take into account price revisions. The net cumulative value of several successive modifications under point (c) of the first subparagraph shall not exceed any threshold referred to therein. The contracting authority shall apply the ex post publicity measures set out in Article 163."
contract,modify,without a new procurement procedure in any of the following cases,"['new procurement procedure', 'follow case']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 172  Performance and modifications of the contract ,"Performance of the contract shall not start before it is signed. The contracting authority may modify a contract or framework contract without a procurement procedure only in the cases provided for in paragraph 3 and provided the modification does not alter the subject matter of the contract or framework contract. A contract, a framework contract or a specific contract under a framework contract may be modified without a new procurement procedure in any of the following cases: (a) for additional works, supplies or services by the original contractor that have become necessary and that were not included in the initial procurement, where the following conditions are fulfilled: (i) a change of contractor cannot be made for technical reasons linked to interchangeability or interoperability requirements with existing equipment, services or installations; (ii) a change of contractor would cause substantial duplication of costs for the contracting authority; (iii) any increase in price, including the net cumulative value of successive modifications, does not exceed 50 % of the initial contract value; (b) where all of the following conditions are fulfilled: (i) the need for modification has been brought about by circumstances which a diligent contracting authority could not foresee; (ii) any increase in price does not exceed 50 % of the initial contract value;   (c) where the value of the modification is below the following thresholds: (i) the thresholds referred to in Article 175(1), and in point 38 of Annex I in the field of external actions, applicable at the time of the modification; and (ii) 10 % of the initial contract value for public service and supply contracts and works or services concession contracts and 15 % of the initial contract value for public works contracts; (d) where both of the following conditions are fulfilled: (i) the minimum requirements of the initial procurement procedure are not altered; (ii) any ensuing modification of value complies with the conditions set out in point (c) of this subparagraph, unless such modification of value results from the strict application of the procurement documents or contractual provisions. The initial contract value shall not take into account price revisions. The net cumulative value of several successive modifications under point (c) of the first subparagraph shall not exceed any threshold referred to therein. The contracting authority shall apply the ex post publicity measures set out in Article 163."
change contractor,make,a contract a framework contract or a specific contract under a framework contract may be modified without a new procurement procedure in any of the following cases: for additional works supplies or services by the original contractor that have become necessary and that were not included in the initial procurement where the following conditions are fulfilled for technical reasons linked to interchangeability or interoperability requirements with existing equipment services or installations (ii),"['contract', 'framework contract', 'specific contract', 'framework contract', 'new procurement procedure', 'follow case', 'additional work supply', 'service', 'original contractor', 'initial procurement', 'follow condition', 'technical reason', 'interchangeability', 'interoperability requirement', 'exist equipment service', 'installation', 'ii']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 172  Performance and modifications of the contract ,"Performance of the contract shall not start before it is signed. The contracting authority may modify a contract or framework contract without a procurement procedure only in the cases provided for in paragraph 3 and provided the modification does not alter the subject matter of the contract or framework contract. A contract, a framework contract or a specific contract under a framework contract may be modified without a new procurement procedure in any of the following cases: (a) for additional works, supplies or services by the original contractor that have become necessary and that were not included in the initial procurement, where the following conditions are fulfilled: (i) a change of contractor cannot be made for technical reasons linked to interchangeability or interoperability requirements with existing equipment, services or installations; (ii) a change of contractor would cause substantial duplication of costs for the contracting authority; (iii) any increase in price, including the net cumulative value of successive modifications, does not exceed 50 % of the initial contract value; (b) where all of the following conditions are fulfilled: (i) the need for modification has been brought about by circumstances which a diligent contracting authority could not foresee; (ii) any increase in price does not exceed 50 % of the initial contract value;   (c) where the value of the modification is below the following thresholds: (i) the thresholds referred to in Article 175(1), and in point 38 of Annex I in the field of external actions, applicable at the time of the modification; and (ii) 10 % of the initial contract value for public service and supply contracts and works or services concession contracts and 15 % of the initial contract value for public works contracts; (d) where both of the following conditions are fulfilled: (i) the minimum requirements of the initial procurement procedure are not altered; (ii) any ensuing modification of value complies with the conditions set out in point (c) of this subparagraph, unless such modification of value results from the strict application of the procurement documents or contractual provisions. The initial contract value shall not take into account price revisions. The net cumulative value of several successive modifications under point (c) of the first subparagraph shall not exceed any threshold referred to therein. The contracting authority shall apply the ex post publicity measures set out in Article 163."
change contractor,cause,substantial duplication of costs for the contracting authority (iii),"['substantial duplication', 'cost', 'contracting authority', 'iii']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 172  Performance and modifications of the contract ,"Performance of the contract shall not start before it is signed. The contracting authority may modify a contract or framework contract without a procurement procedure only in the cases provided for in paragraph 3 and provided the modification does not alter the subject matter of the contract or framework contract. A contract, a framework contract or a specific contract under a framework contract may be modified without a new procurement procedure in any of the following cases: (a) for additional works, supplies or services by the original contractor that have become necessary and that were not included in the initial procurement, where the following conditions are fulfilled: (i) a change of contractor cannot be made for technical reasons linked to interchangeability or interoperability requirements with existing equipment, services or installations; (ii) a change of contractor would cause substantial duplication of costs for the contracting authority; (iii) any increase in price, including the net cumulative value of successive modifications, does not exceed 50 % of the initial contract value; (b) where all of the following conditions are fulfilled: (i) the need for modification has been brought about by circumstances which a diligent contracting authority could not foresee; (ii) any increase in price does not exceed 50 % of the initial contract value;   (c) where the value of the modification is below the following thresholds: (i) the thresholds referred to in Article 175(1), and in point 38 of Annex I in the field of external actions, applicable at the time of the modification; and (ii) 10 % of the initial contract value for public service and supply contracts and works or services concession contracts and 15 % of the initial contract value for public works contracts; (d) where both of the following conditions are fulfilled: (i) the minimum requirements of the initial procurement procedure are not altered; (ii) any ensuing modification of value complies with the conditions set out in point (c) of this subparagraph, unless such modification of value results from the strict application of the procurement documents or contractual provisions. The initial contract value shall not take into account price revisions. The net cumulative value of several successive modifications under point (c) of the first subparagraph shall not exceed any threshold referred to therein. The contracting authority shall apply the ex post publicity measures set out in Article 163."
need modification,bring,any ensuing modification of value complies with the conditions set out in point of this subparagraph a contract a framework contract or a specific contract under a framework contract may be modified without a new procurement procedure in any of the following cases: for additional works supplies or services by the original contractor that have become necessary and that were not included in the initial procurement where the following conditions are fulfilled: a change of contractor cannot be made for technical reasons linked to interchangeability or interoperability requirements with existing equipment services or installations (ii) a change of contractor would cause substantial duplication of costs for the contracting authority (iii) by circumstances which a diligent contracting authority could not foresee (ii) unless such modification of value results from the strict application of the procurement documents or contractual provisions,"['ensue modification', 'value complie', 'condition', 'point', 'subparagraph', 'contract', 'framework contract', 'specific contract', 'framework contract', 'new procurement procedure', 'follow case', 'additional work supply', 'service', 'original contractor', 'initial procurement', 'follow condition', 'change', 'contractor', 'technical reason', 'interchangeability', 'interoperability requirement', 'exist equipment service', 'installation', 'ii', 'change', 'contractor', 'substantial duplication', 'cost', 'contracting authority', 'iii', 'circumstance', 'diligent contracting authority', 'value result', 'strict application', 'procurement document', 'contractual provision']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 172  Performance and modifications of the contract ,"Performance of the contract shall not start before it is signed. The contracting authority may modify a contract or framework contract without a procurement procedure only in the cases provided for in paragraph 3 and provided the modification does not alter the subject matter of the contract or framework contract. A contract, a framework contract or a specific contract under a framework contract may be modified without a new procurement procedure in any of the following cases: (a) for additional works, supplies or services by the original contractor that have become necessary and that were not included in the initial procurement, where the following conditions are fulfilled: (i) a change of contractor cannot be made for technical reasons linked to interchangeability or interoperability requirements with existing equipment, services or installations; (ii) a change of contractor would cause substantial duplication of costs for the contracting authority; (iii) any increase in price, including the net cumulative value of successive modifications, does not exceed 50 % of the initial contract value; (b) where all of the following conditions are fulfilled: (i) the need for modification has been brought about by circumstances which a diligent contracting authority could not foresee; (ii) any increase in price does not exceed 50 % of the initial contract value;   (c) where the value of the modification is below the following thresholds: (i) the thresholds referred to in Article 175(1), and in point 38 of Annex I in the field of external actions, applicable at the time of the modification; and (ii) 10 % of the initial contract value for public service and supply contracts and works or services concession contracts and 15 % of the initial contract value for public works contracts; (d) where both of the following conditions are fulfilled: (i) the minimum requirements of the initial procurement procedure are not altered; (ii) any ensuing modification of value complies with the conditions set out in point (c) of this subparagraph, unless such modification of value results from the strict application of the procurement documents or contractual provisions. The initial contract value shall not take into account price revisions. The net cumulative value of several successive modifications under point (c) of the first subparagraph shall not exceed any threshold referred to therein. The contracting authority shall apply the ex post publicity measures set out in Article 163."
value modification,be,where below the following thresholds,['follow threshold'],TITLE VII PROCUREMENT AND CONCESSIONS,Article 172  Performance and modifications of the contract ,"Performance of the contract shall not start before it is signed. The contracting authority may modify a contract or framework contract without a procurement procedure only in the cases provided for in paragraph 3 and provided the modification does not alter the subject matter of the contract or framework contract. A contract, a framework contract or a specific contract under a framework contract may be modified without a new procurement procedure in any of the following cases: (a) for additional works, supplies or services by the original contractor that have become necessary and that were not included in the initial procurement, where the following conditions are fulfilled: (i) a change of contractor cannot be made for technical reasons linked to interchangeability or interoperability requirements with existing equipment, services or installations; (ii) a change of contractor would cause substantial duplication of costs for the contracting authority; (iii) any increase in price, including the net cumulative value of successive modifications, does not exceed 50 % of the initial contract value; (b) where all of the following conditions are fulfilled: (i) the need for modification has been brought about by circumstances which a diligent contracting authority could not foresee; (ii) any increase in price does not exceed 50 % of the initial contract value;   (c) where the value of the modification is below the following thresholds: (i) the thresholds referred to in Article 175(1), and in point 38 of Annex I in the field of external actions, applicable at the time of the modification; and (ii) 10 % of the initial contract value for public service and supply contracts and works or services concession contracts and 15 % of the initial contract value for public works contracts; (d) where both of the following conditions are fulfilled: (i) the minimum requirements of the initial procurement procedure are not altered; (ii) any ensuing modification of value complies with the conditions set out in point (c) of this subparagraph, unless such modification of value results from the strict application of the procurement documents or contractual provisions. The initial contract value shall not take into account price revisions. The net cumulative value of several successive modifications under point (c) of the first subparagraph shall not exceed any threshold referred to therein. The contracting authority shall apply the ex post publicity measures set out in Article 163."
minimum requirement initial procurement procedure,alter,any increase in price does not exceed 50  of the initial contract value    where the value of the modification is below the following thresholds: the following thresholds: referred to in article 175(1) and in point 38 of annex i in the field of external actions applicable at the time of the modification and (ii) 10  of the initial contract value for public service and supply contracts and works or services concession contracts and 15  of the initial contract value for public works contracts where both of the following conditions are fulfilled,"['increase', 'price', 'initial contract value', 'value', 'modification', 'follow threshold', 'follow threshold', 'article', 'point', 'annex', 'field', 'external action', 'time', 'modification', 'ii', 'initial contract value', 'public service supply contract', 'work service concession contract', 'initial contract value', 'public work contract', 'follow condition']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 172  Performance and modifications of the contract ,"Performance of the contract shall not start before it is signed. The contracting authority may modify a contract or framework contract without a procurement procedure only in the cases provided for in paragraph 3 and provided the modification does not alter the subject matter of the contract or framework contract. A contract, a framework contract or a specific contract under a framework contract may be modified without a new procurement procedure in any of the following cases: (a) for additional works, supplies or services by the original contractor that have become necessary and that were not included in the initial procurement, where the following conditions are fulfilled: (i) a change of contractor cannot be made for technical reasons linked to interchangeability or interoperability requirements with existing equipment, services or installations; (ii) a change of contractor would cause substantial duplication of costs for the contracting authority; (iii) any increase in price, including the net cumulative value of successive modifications, does not exceed 50 % of the initial contract value; (b) where all of the following conditions are fulfilled: (i) the need for modification has been brought about by circumstances which a diligent contracting authority could not foresee; (ii) any increase in price does not exceed 50 % of the initial contract value;   (c) where the value of the modification is below the following thresholds: (i) the thresholds referred to in Article 175(1), and in point 38 of Annex I in the field of external actions, applicable at the time of the modification; and (ii) 10 % of the initial contract value for public service and supply contracts and works or services concession contracts and 15 % of the initial contract value for public works contracts; (d) where both of the following conditions are fulfilled: (i) the minimum requirements of the initial procurement procedure are not altered; (ii) any ensuing modification of value complies with the conditions set out in point (c) of this subparagraph, unless such modification of value results from the strict application of the procurement documents or contractual provisions. The initial contract value shall not take into account price revisions. The net cumulative value of several successive modifications under point (c) of the first subparagraph shall not exceed any threshold referred to therein. The contracting authority shall apply the ex post publicity measures set out in Article 163."
initial contract value,take,into account price revisions,['account price revision'],TITLE VII PROCUREMENT AND CONCESSIONS,Article 172  Performance and modifications of the contract ,"Performance of the contract shall not start before it is signed. The contracting authority may modify a contract or framework contract without a procurement procedure only in the cases provided for in paragraph 3 and provided the modification does not alter the subject matter of the contract or framework contract. A contract, a framework contract or a specific contract under a framework contract may be modified without a new procurement procedure in any of the following cases: (a) for additional works, supplies or services by the original contractor that have become necessary and that were not included in the initial procurement, where the following conditions are fulfilled: (i) a change of contractor cannot be made for technical reasons linked to interchangeability or interoperability requirements with existing equipment, services or installations; (ii) a change of contractor would cause substantial duplication of costs for the contracting authority; (iii) any increase in price, including the net cumulative value of successive modifications, does not exceed 50 % of the initial contract value; (b) where all of the following conditions are fulfilled: (i) the need for modification has been brought about by circumstances which a diligent contracting authority could not foresee; (ii) any increase in price does not exceed 50 % of the initial contract value;   (c) where the value of the modification is below the following thresholds: (i) the thresholds referred to in Article 175(1), and in point 38 of Annex I in the field of external actions, applicable at the time of the modification; and (ii) 10 % of the initial contract value for public service and supply contracts and works or services concession contracts and 15 % of the initial contract value for public works contracts; (d) where both of the following conditions are fulfilled: (i) the minimum requirements of the initial procurement procedure are not altered; (ii) any ensuing modification of value complies with the conditions set out in point (c) of this subparagraph, unless such modification of value results from the strict application of the procurement documents or contractual provisions. The initial contract value shall not take into account price revisions. The net cumulative value of several successive modifications under point (c) of the first subparagraph shall not exceed any threshold referred to therein. The contracting authority shall apply the ex post publicity measures set out in Article 163."
contracting authority,apply,the ex post publicity measures set out in article 163,"['ex post publicity measure', 'article']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 172  Performance and modifications of the contract ,"Performance of the contract shall not start before it is signed. The contracting authority may modify a contract or framework contract without a procurement procedure only in the cases provided for in paragraph 3 and provided the modification does not alter the subject matter of the contract or framework contract. A contract, a framework contract or a specific contract under a framework contract may be modified without a new procurement procedure in any of the following cases: (a) for additional works, supplies or services by the original contractor that have become necessary and that were not included in the initial procurement, where the following conditions are fulfilled: (i) a change of contractor cannot be made for technical reasons linked to interchangeability or interoperability requirements with existing equipment, services or installations; (ii) a change of contractor would cause substantial duplication of costs for the contracting authority; (iii) any increase in price, including the net cumulative value of successive modifications, does not exceed 50 % of the initial contract value; (b) where all of the following conditions are fulfilled: (i) the need for modification has been brought about by circumstances which a diligent contracting authority could not foresee; (ii) any increase in price does not exceed 50 % of the initial contract value;   (c) where the value of the modification is below the following thresholds: (i) the thresholds referred to in Article 175(1), and in point 38 of Annex I in the field of external actions, applicable at the time of the modification; and (ii) 10 % of the initial contract value for public service and supply contracts and works or services concession contracts and 15 % of the initial contract value for public works contracts; (d) where both of the following conditions are fulfilled: (i) the minimum requirements of the initial procurement procedure are not altered; (ii) any ensuing modification of value complies with the conditions set out in point (c) of this subparagraph, unless such modification of value results from the strict application of the procurement documents or contractual provisions. The initial contract value shall not take into account price revisions. The net cumulative value of several successive modifications under point (c) of the first subparagraph shall not exceed any threshold referred to therein. The contracting authority shall apply the ex post publicity measures set out in Article 163."
performance guarantee,amount,to a maximum of 10  of the total value of the contract,"['maximum', 'total value', 'contract']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 173  Performance guarantees and retention money guarantees ,"A performance guarantee shall amount to a maximum of 10 % of the total value of the contract. It shall be fully released after final acceptance of the works, supplies or complex services, within a period subject to the time limits set out in Article 116(1) and to be specified in the contract. It may be released partially or fully upon provisional acceptance of the works, supplies or complex services. A retention money guarantee amounting to a maximum of 10 % of the total value of the contract may be constituted by deductions from interim payments as and when they are made or by deduction from the final payment. The contracting authority shall determine the amount of the retention money guarantee which shall be proportionate to the risks identified in relation to the performance of the contract, taking into account its subject matter and the usual commercial terms applicable in the sector concerned. A retention money guarantee shall not be used in a contract where a performance guarantee has been requested and not released. Subject to approval by the contracting authority, the contractor may request to replace the retention money guarantee by another type of guarantee referred to in Article 152. The contracting authority shall release the retention money guarantee after the expiry of the contractual liability period, within a period subject to the time limits set out in Article 116(1) and to be specified in the contract. CHAPTER 2 Provisions applicable to contracts awarded by Union institutions on their own account"
retention money,guarantee,amounting to a maximum of 10  of the total value of the contract,"['maximum', 'total value', 'contract']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 173  Performance guarantees and retention money guarantees ,"A performance guarantee shall amount to a maximum of 10 % of the total value of the contract. It shall be fully released after final acceptance of the works, supplies or complex services, within a period subject to the time limits set out in Article 116(1) and to be specified in the contract. It may be released partially or fully upon provisional acceptance of the works, supplies or complex services. A retention money guarantee amounting to a maximum of 10 % of the total value of the contract may be constituted by deductions from interim payments as and when they are made or by deduction from the final payment. The contracting authority shall determine the amount of the retention money guarantee which shall be proportionate to the risks identified in relation to the performance of the contract, taking into account its subject matter and the usual commercial terms applicable in the sector concerned. A retention money guarantee shall not be used in a contract where a performance guarantee has been requested and not released. Subject to approval by the contracting authority, the contractor may request to replace the retention money guarantee by another type of guarantee referred to in Article 152. The contracting authority shall release the retention money guarantee after the expiry of the contractual liability period, within a period subject to the time limits set out in Article 116(1) and to be specified in the contract. CHAPTER 2 Provisions applicable to contracts awarded by Union institutions on their own account"
contracting authority,determine,the amount of the retention money guarantee which shall be proportionate to the risks identified in relation to the performance of the contract taking into account the contracting authority subject matter and the usual commercial terms applicable in the sector concerned,"['retention money guarantee', 'risk', 'relation', 'performance', 'contract', 'account', 'contracting authority subject matter', 'usual commercial term', 'sector']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 173  Performance guarantees and retention money guarantees ,"A performance guarantee shall amount to a maximum of 10 % of the total value of the contract. It shall be fully released after final acceptance of the works, supplies or complex services, within a period subject to the time limits set out in Article 116(1) and to be specified in the contract. It may be released partially or fully upon provisional acceptance of the works, supplies or complex services. A retention money guarantee amounting to a maximum of 10 % of the total value of the contract may be constituted by deductions from interim payments as and when they are made or by deduction from the final payment. The contracting authority shall determine the amount of the retention money guarantee which shall be proportionate to the risks identified in relation to the performance of the contract, taking into account its subject matter and the usual commercial terms applicable in the sector concerned. A retention money guarantee shall not be used in a contract where a performance guarantee has been requested and not released. Subject to approval by the contracting authority, the contractor may request to replace the retention money guarantee by another type of guarantee referred to in Article 152. The contracting authority shall release the retention money guarantee after the expiry of the contractual liability period, within a period subject to the time limits set out in Article 116(1) and to be specified in the contract. CHAPTER 2 Provisions applicable to contracts awarded by Union institutions on their own account"
retention money guarantee,use,in a contract where a performance guarantee has been requested and not released,"['contract', 'performance guarantee']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 173  Performance guarantees and retention money guarantees ,"A performance guarantee shall amount to a maximum of 10 % of the total value of the contract. It shall be fully released after final acceptance of the works, supplies or complex services, within a period subject to the time limits set out in Article 116(1) and to be specified in the contract. It may be released partially or fully upon provisional acceptance of the works, supplies or complex services. A retention money guarantee amounting to a maximum of 10 % of the total value of the contract may be constituted by deductions from interim payments as and when they are made or by deduction from the final payment. The contracting authority shall determine the amount of the retention money guarantee which shall be proportionate to the risks identified in relation to the performance of the contract, taking into account its subject matter and the usual commercial terms applicable in the sector concerned. A retention money guarantee shall not be used in a contract where a performance guarantee has been requested and not released. Subject to approval by the contracting authority, the contractor may request to replace the retention money guarantee by another type of guarantee referred to in Article 152. The contracting authority shall release the retention money guarantee after the expiry of the contractual liability period, within a period subject to the time limits set out in Article 116(1) and to be specified in the contract. CHAPTER 2 Provisions applicable to contracts awarded by Union institutions on their own account"
contractor,request,to replace the retention money guarantee by another type of guarantee,"['retention money guarantee', 'type', 'guarantee']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 173  Performance guarantees and retention money guarantees ,"A performance guarantee shall amount to a maximum of 10 % of the total value of the contract. It shall be fully released after final acceptance of the works, supplies or complex services, within a period subject to the time limits set out in Article 116(1) and to be specified in the contract. It may be released partially or fully upon provisional acceptance of the works, supplies or complex services. A retention money guarantee amounting to a maximum of 10 % of the total value of the contract may be constituted by deductions from interim payments as and when they are made or by deduction from the final payment. The contracting authority shall determine the amount of the retention money guarantee which shall be proportionate to the risks identified in relation to the performance of the contract, taking into account its subject matter and the usual commercial terms applicable in the sector concerned. A retention money guarantee shall not be used in a contract where a performance guarantee has been requested and not released. Subject to approval by the contracting authority, the contractor may request to replace the retention money guarantee by another type of guarantee referred to in Article 152. The contracting authority shall release the retention money guarantee after the expiry of the contractual liability period, within a period subject to the time limits set out in Article 116(1) and to be specified in the contract. CHAPTER 2 Provisions applicable to contracts awarded by Union institutions on their own account"
contractor,refer,to in article 152,['article'],TITLE VII PROCUREMENT AND CONCESSIONS,Article 173  Performance guarantees and retention money guarantees ,"A performance guarantee shall amount to a maximum of 10 % of the total value of the contract. It shall be fully released after final acceptance of the works, supplies or complex services, within a period subject to the time limits set out in Article 116(1) and to be specified in the contract. It may be released partially or fully upon provisional acceptance of the works, supplies or complex services. A retention money guarantee amounting to a maximum of 10 % of the total value of the contract may be constituted by deductions from interim payments as and when they are made or by deduction from the final payment. The contracting authority shall determine the amount of the retention money guarantee which shall be proportionate to the risks identified in relation to the performance of the contract, taking into account its subject matter and the usual commercial terms applicable in the sector concerned. A retention money guarantee shall not be used in a contract where a performance guarantee has been requested and not released. Subject to approval by the contracting authority, the contractor may request to replace the retention money guarantee by another type of guarantee referred to in Article 152. The contracting authority shall release the retention money guarantee after the expiry of the contractual liability period, within a period subject to the time limits set out in Article 116(1) and to be specified in the contract. CHAPTER 2 Provisions applicable to contracts awarded by Union institutions on their own account"
